hidden,backend,requested_steps,lr,runs,valid_runs,throughput_mean_mtok_s,throughput_median_mtok_s,throughput_std_mtok_s,throughput_min_mtok_s,throughput_cv_pct,throughput_max_mtok_s,time_mean_ms,time_std_ms,final_loss_mean,all_valid
256,auto,100,1e-4,5,5,1.4231532000000002,1.591352,0.3875883828763448,0.729937,27.234480650174884,1.605516,159.0,68.20190613172039,3.1519,yes
256,cublas_tc,100,1e-4,5,5,1.5957824,1.595705,0.003282037979670537,1.590846,0.20566951858038648,1.599948,128.2,0.447213595499958,3.1474400000000005,yes
256,custom,100,1e-4,5,5,0.9839176000000001,0.983531,0.0007497654966721218,0.983274,0.07620206170436648,0.984851,208.0,0.0,3.2024,yes
