hidden,backend,requested_steps,lr,runs,valid_runs,throughput_mean_mtok_s,throughput_median_mtok_s,throughput_std_mtok_s,throughput_min_mtok_s,throughput_cv_pct,throughput_max_mtok_s,time_mean_ms,time_std_ms,final_loss_mean,all_valid
256,auto,100,1e-4,4,4,1.5964572499999998,1.596402,0.008428982436609176,1.587509,0.5279804665367129,1.605516,128.5,0.5773502691896257,3.149325,yes
256,cublas_tc,100,1e-4,4,4,1.594741,1.595602,0.0026706312612064685,1.590846,0.16746488998567596,1.596914,128.25,0.5,3.1446750000000003,yes
256,custom,100,1e-4,4,4,0.98401425,0.983966,0.0008290091977776851,0.983274,0.08424768216290415,0.984851,208.0,0.0,3.206575,yes
