hidden,backend,requested_steps,lr,runs,valid_runs,throughput_mean_mtok_s,throughput_median_mtok_s,throughput_std_mtok_s,throughput_min_mtok_s,throughput_cv_pct,throughput_max_mtok_s,time_mean_ms,time_std_ms,final_loss_mean,all_valid
128,auto,100,3e-4,5,5,2.1535597999999996,2.467723,0.7151510467056592,0.874538,33.20785643870485,2.497568,113.0,67.6424422977172,3.1860999999999997,yes
128,cublas_tc,100,3e-4,5,5,2.4938887999999997,2.492015,0.004419287295481,2.489449,0.17720466507893215,2.500921,82.0,0.0,3.18802,yes
128,custom,100,3e-4,5,5,2.3932198,2.393095,0.000504833834048546,2.392549,0.021094336343387518,2.393867,86.0,0.0,3.09686,yes
