hidden,backend,requested_sync_mode,effective_sync,bucket_kb,requested_steps,lr,runs,valid_runs,throughput_mean_mtok_s,throughput_median_mtok_s,throughput_std_mtok_s,throughput_cv_pct,time_mean_ms,time_std_ms,avg_grad_sync_mean_ms,avg_grad_finish_mean_ms,max_checksum_span,all_valid
512,direct,blocking,blocking,0,30,5e-5,3,3,0.6862636666666666,0.691885,0.011357273543123518,1.65494315009977,358.0,6.082762530298219,10.540666666666667,0.0,1.264e-05,yes
512,openmp_thread,overlap,overlap,1024,30,5e-5,3,3,0.8647456666666667,0.865644,0.003861678175784908,0.44656808639128664,284.3333333333333,1.5275252316519465,0.0,8.059666666666667,1.528e-05,yes
512,openmp_thread,overlap,overlap,2048,30,5e-5,3,3,0.8791796666666668,0.878881,0.0029852265129020243,0.3395468100644605,279.6666666666667,0.5773502691896258,0.0,7.935333333333333,1.585e-05,yes
512,openmp_thread,overlap,overlap,4096,30,5e-5,3,3,0.8785563333333334,0.87902,0.001810588394233612,0.20608677275867476,279.6666666666667,0.5773502691896258,0.0,7.9446666666666665,8.891e-06,yes
512,pinned,overlap,overlap,1024,30,5e-5,3,3,0.58368,0.566009,0.03249034381166192,5.566465154136158,422.0,22.538855339169288,0.0,9.452666666666667,1.314e-05,yes
512,pinned,overlap,overlap,2048,30,5e-5,3,3,0.5698843333333333,0.568687,0.004735910296166207,0.8310300913985834,431.0,3.605551275463989,0.0,9.706,1.028e-05,yes
512,pinned,overlap,overlap,4096,30,5e-5,3,3,0.5730736666666666,0.573577,0.0012748381596631318,0.22245624494985786,428.6666666666667,1.1547005383792517,0.0,9.694,6.021e-06,yes
