backend,ranks,bytes,count,iteration,time_ms
host_pinned,2,524288,131072,9,0.181354
host_pinned,2,524288,131072,10,0.183788
host_pinned,2,524288,131072,11,0.179241
host_pinned,2,524288,131072,12,0.180823
host_pinned,2,524288,131072,13,0.178369
host_pinned,2,524288,131072,14,0.186634
host_pinned,2,524288,131072,15,0.180693
host_pinned,2,524288,131072,16,0.175383
host_pinned,2,524288,131072,17,0.181795
host_pinned,2,524288,131072,18,0.177667
host_pinned,2,524288,131072,19,0.1793
host_pinned,2,524288,131072,20,0.183197
host_pinned,2,524288,131072,21,0.182957
host_pinned,2,524288,131072,22,0.178228
host_pinned,2,524288,131072,23,0.176225
host_pinned,2,524288,131072,24,0.181344
host_pinned,2,524288,131072,25,0.178849
host_pinned,2,524288,131072,26,0.178789
host_pinned,2,524288,131072,27,0.181254
host_pinned,2,524288,131072,28,0.180523
host_pinned,2,524288,131072,29,0.177477
host_pinned,2,524288,131072,30,0.182797
host_pinned,2,524288,131072,31,0.179301
host_pinned,2,524288,131072,32,0.1743
host_pinned,2,524288,131072,33,0.181194
host_pinned,2,524288,131072,34,0.181555
host_pinned,2,524288,131072,35,0.182897
host_pinned,2,524288,131072,36,0.183237
host_pinned,2,524288,131072,37,0.181534
host_pinned,2,524288,131072,38,0.17897
host_pinned,2,524288,131072,39,0.17892
host_pinned,2,524288,131072,40,0.188227
host_pinned,2,524288,131072,41,0.178319
host_pinned,2,524288,131072,42,0.181134
host_pinned,2,524288,131072,43,0.182917
host_pinned,2,524288,131072,44,0.183499
host_pinned,2,524288,131072,45,0.181545
host_pinned,2,524288,131072,46,0.187706
host_pinned,2,524288,131072,47,0.180894
host_pinned,2,524288,131072,48,0.180923
host_pinned,2,524288,131072,49,0.181664
host_pinned,2,524288,131072,50,0.183328
host_pinned,2,1048576,262144,1,0.413184
host_pinned,2,1048576,262144,2,0.413826
host_pinned,2,1048576,262144,3,0.407073
host_pinned,2,1048576,262144,4,0.410279
host_pinned,2,1048576,262144,5,0.401341
host_pinned,2,1048576,262144,6,0.385542
host_pinned,2,1048576,262144,7,0.405269
host_pinned,2,1048576,262144,8,0.405961
host_pinned,2,1048576,262144,9,0.406713
host_pinned,2,1048576,262144,10,0.397966
host_pinned,2,1048576,262144,11,0.409547
host_pinned,2,1048576,262144,12,0.410199
host_pinned,2,1048576,262144,13,0.403175
host_pinned,2,1048576,262144,14,0.394589
host_pinned,2,1048576,262144,15,0.402784
host_pinned,2,1048576,262144,16,0.409537
host_pinned,2,1048576,262144,17,0.394259
host_pinned,2,1048576,262144,18,0.406291
host_pinned,2,1048576,262144,19,0.39516
host_pinned,2,1048576,262144,20,0.411952
host_pinned,2,1048576,262144,21,0.397024
host_pinned,2,1048576,262144,22,0.393407
host_pinned,2,1048576,262144,23,0.412493
host_pinned,2,1048576,262144,24,0.41092
host_pinned,2,1048576,262144,25,0.40551
host_pinned,2,1048576,262144,26,0.409026
host_pinned,2,1048576,262144,27,0.398387
host_pinned,2,1048576,262144,28,0.407994
host_pinned,2,1048576,262144,29,0.399167
host_pinned,2,1048576,262144,30,0.39998
host_pinned,2,1048576,262144,31,0.39535
host_pinned,2,1048576,262144,32,0.409898
host_pinned,2,1048576,262144,33,0.411502
host_pinned,2,1048576,262144,34,0.407764
host_pinned,2,1048576,262144,35,0.409558
host_pinned,2,1048576,262144,36,0.406452
host_pinned,2,1048576,262144,37,0.409808
host_pinned,2,1048576,262144,38,0.408626
host_pinned,2,1048576,262144,39,0.407083
host_pinned,2,1048576,262144,40,0.408285
host_pinned,2,1048576,262144,41,0.415459
host_pinned,2,1048576,262144,42,0.40025
host_pinned,2,1048576,262144,43,0.411752
