=== Environment ===
hpcc-gpu-5-3
0, Quadro RTX 6000, 23040 MiB
1, Quadro RTX 6000, 23040 MiB
2, Quadro RTX 6000, 23040 MiB
3, Quadro RTX 6000, 23040 MiB
=== GPU state: start ===
index, name, temperature.gpu, clocks.current.sm [MHz], clocks.current.memory [MHz], power.draw [W], utilization.gpu [%], memory.used [MiB]
0, Quadro RTX 6000, 27, 300 MHz, 405 MHz, 16.69 W, 0 %, 0 MiB
1, Quadro RTX 6000, 32, 300 MHz, 405 MHz, 16.39 W, 0 %, 0 MiB
2, Quadro RTX 6000, 28, 300 MHz, 405 MHz, 16.76 W, 0 %, 0 MiB
3, Quadro RTX 6000, 27, 300 MHz, 405 MHz, 4.08 W, 0 %, 0 MiB
min_bytes=4KB
max_bytes=32MB
iters=50
warmup=10
rank_list=2 4
backends=device nccl
=== Build alpha_beta_bench with NCCL support ===
mkdir -p build_mpi_nccl_alpha_beta_89261
nvcc -arch=sm_75 -std=c++17 -O2 -Iinclude --default-stream per-thread -I/home/cme213/software/nvidia-hpc-sdk/2024_24.1/Linux_x86_64/24.1/math_libs/12.3/targets/x86_64-linux/include   -DUSE_MPI -I/home/cme213/software/nvidia-hpc-sdk/2024_24.1/Linux_x86_64/24.1/comm_libs/12.3/hpcx/hpcx-2.17.1/ompi/include -I/home/cme213/software/nvidia-hpc-sdk/2024_24.1/Linux_x86_64/24.1/comm_libs/12.3/hpcx/hpcx-2.17.1/ompi/include/openmpi -I/home/cme213/software/nvidia-hpc-sdk/2024_24.1/Linux_x86_64/24.1/comm_libs/12.3/hpcx/hpcx-2.17.1/ompi/include/openmpi/opal/mca/hwloc/hwloc201/hwloc/include -I/home/cme213/software/nvidia-hpc-sdk/2024_24.1/Linux_x86_64/24.1/comm_libs/12.3/hpcx/hpcx-2.17.1/ompi/include/openmpi/opal/mca/event/libevent2022/libevent -I/home/cme213/software/nvidia-hpc-sdk/2024_24.1/Linux_x86_64/24.1/comm_libs/12.3/hpcx/hpcx-2.17.1/ompi/include/openmpi/opal/mca/event/libevent2022/libevent/include -Xcompiler -pthread -Xcompiler -fopenmp -DUSE_NCCL -I/home/cme213/software/nvidia-hpc-sdk/2024_24.1/Linux_x86_64/24.1/comm_libs/12.3/nccl/include -c tests/benchmark_allreduce_alpha_beta.cu -o build_mpi_nccl_alpha_beta_89261/benchmark_allreduce_alpha_beta.o
mpicxx -o build_mpi_nccl_alpha_beta_89261/benchmark_allreduce_alpha_beta build_mpi_nccl_alpha_beta_89261/benchmark_allreduce_alpha_beta.o -pthread -L/home/cme213/software/nvidia-hpc-sdk/2024_24.1/Linux_x86_64/24.1/comm_libs/12.3/hpcx/hpcx-2.17.1/ompi/lib -Wl,-rpath -Wl,/home/cme213/software/nvidia-hpc-sdk/2024_24.1/Linux_x86_64/24.1/comm_libs/12.3/hpcx/hpcx-2.17.1/ompi/lib -Wl,--enable-new-dtags -lmpi -L/home/cme213/software/nvidia-hpc-sdk/2024_24.1/Linux_x86_64/24.1/REDIST/cuda/12.3/targets/x86_64-linux/lib -lcudart \
    -L/home/cme213/software/nvidia-hpc-sdk/2024_24.1/Linux_x86_64/24.1/comm_libs/12.3/nccl/lib -Xlinker -rpath -Xlinker /home/cme213/software/nvidia-hpc-sdk/2024_24.1/Linux_x86_64/24.1/comm_libs/12.3/nccl/lib -lnccl  -fopenmp
=== nccl_allreduce_baseline ranks=2 backend=device min_bytes=4KB max_bytes=32MB iters=50 warmup=10 ===
allreduce_alpha_beta,backend,ranks,bytes,count,iteration,time_ms
allreduce_alpha_beta,device,2,32768,8192,31,0.075974
allreduce_alpha_beta,device,2,32768,8192,32,0.072347
allreduce_alpha_beta,device,2,32768,8192,33,0.070815
allreduce_alpha_beta,device,2,32768,8192,34,0.073359
allreduce_alpha_beta,device,2,32768,8192,35,0.072057
allreduce_alpha_beta,device,2,32768,8192,36,0.078228
allreduce_alpha_beta,device,2,32768,8192,37,0.072197
allreduce_alpha_beta,device,2,32768,8192,38,0.073850
allreduce_alpha_beta,device,2,32768,8192,39,0.075032
allreduce_alpha_beta,device,2,32768,8192,40,0.068941
allreduce_alpha_beta,device,2,32768,8192,41,0.069412
allreduce_alpha_beta,device,2,32768,8192,42,0.075052
allreduce_alpha_beta,device,2,32768,8192,43,0.072277
allreduce_alpha_beta,device,2,32768,8192,44,0.072988
allreduce_alpha_beta,device,2,32768,8192,45,0.074101
allreduce_alpha_beta,device,2,32768,8192,46,0.075703
allreduce_alpha_beta,device,2,32768,8192,47,0.072157
allreduce_alpha_beta,device,2,32768,8192,48,0.075593
allreduce_alpha_beta,device,2,32768,8192,49,0.071686
allreduce_alpha_beta,device,2,32768,8192,50,0.075162
allreduce_alpha_beta_valid,device,2,32768,yes
allreduce_alpha_beta,device,2,65536,16384,1,0.124576
allreduce_alpha_beta,device,2,65536,16384,2,0.118134
allreduce_alpha_beta,device,2,65536,16384,3,0.125959
allreduce_alpha_beta,device,2,65536,16384,4,0.113254
allreduce_alpha_beta,device,2,65536,16384,5,0.127753
allreduce_alpha_beta,device,2,65536,16384,6,0.130808
allreduce_alpha_beta,device,2,65536,16384,7,0.114507
allreduce_alpha_beta,device,2,65536,16384,8,0.115639
allreduce_alpha_beta,device,2,65536,16384,9,0.116000
allreduce_alpha_beta,device,2,65536,16384,10,0.117613
allreduce_alpha_beta,device,2,65536,16384,11,0.114748
allreduce_alpha_beta,device,2,65536,16384,12,0.114767
allreduce_alpha_beta,device,2,65536,16384,13,0.121871
allreduce_alpha_beta,device,2,65536,16384,14,0.118194
allreduce_alpha_beta,device,2,65536,16384,15,0.115308
allreduce_alpha_beta,device,2,65536,16384,16,0.116140
allreduce_alpha_beta,device,2,65536,16384,17,0.113486
allreduce_alpha_beta,device,2,65536,16384,18,0.115138
allreduce_alpha_beta,device,2,65536,16384,19,0.115249
allreduce_alpha_beta,device,2,65536,16384,20,0.114487
allreduce_alpha_beta,device,2,65536,16384,21,0.118645
allreduce_alpha_beta,device,2,65536,16384,22,0.114046
allreduce_alpha_beta,device,2,65536,16384,23,0.113495
allreduce_alpha_beta,device,2,65536,16384,24,0.118364
allreduce_alpha_beta,device,2,65536,16384,25,0.118825
allreduce_alpha_beta,device,2,65536,16384,26,0.113595
allreduce_alpha_beta,device,2,65536,16384,27,0.112423
allreduce_alpha_beta,device,2,65536,16384,28,0.117392
allreduce_alpha_beta,device,2,65536,16384,29,0.121470
allreduce_alpha_beta,device,2,65536,16384,30,0.114627
allreduce_alpha_beta,device,2,65536,16384,31,0.115760
allreduce_alpha_beta,device,2,65536,16384,32,0.121651
allreduce_alpha_beta,device,2,65536,16384,33,0.119086
allreduce_alpha_beta,device,2,65536,16384,34,0.112945
allreduce_alpha_beta,device,2,65536,16384,35,0.111101
allreduce_alpha_beta,device,2,65536,16384,36,0.110630
allreduce_alpha_beta,device,2,65536,16384,37,0.114507
allreduce_alpha_beta,device,2,65536,16384,38,0.117322
allreduce_alpha_beta,device,2,65536,16384,39,0.114467
allreduce_alpha_beta,device,2,65536,16384,40,0.110780
allreduce_alpha_beta,device,2,65536,16384,41,0.117613
allreduce_alpha_beta,device,2,65536,16384,42,0.113996
allreduce_alpha_beta,device,2,65536,16384,43,0.110640
allreduce_alpha_beta,device,2,65536,16384,44,0.111111
allreduce_alpha_beta,device,2,65536,16384,45,0.112934
allreduce_alpha_beta,device,2,65536,16384,46,0.116531
allreduce_alpha_beta,device,2,65536,16384,47,0.116661
allreduce_alpha_beta,device,2,65536,16384,48,0.111953
allreduce_alpha_beta,device,2,65536,16384,49,0.112674
allreduce_alpha_beta,device,2,65536,16384,50,0.234294
allreduce_alpha_beta_valid,device,2,65536,yes
allreduce_alpha_beta,device,2,131072,32768,1,0.159272
allreduce_alpha_beta,device,2,131072,32768,2,0.155355
allreduce_alpha_beta,device,2,131072,32768,3,0.155695
allreduce_alpha_beta,device,2,131072,32768,4,0.156046
allreduce_alpha_beta,device,2,131072,32768,5,0.155414
allreduce_alpha_beta,device,2,131072,32768,6,0.154373
allreduce_alpha_beta,device,2,131072,32768,7,0.155365
allreduce_alpha_beta,device,2,131072,32768,8,0.158470
allreduce_alpha_beta,device,2,131072,32768,9,0.158150
allreduce_alpha_beta,device,2,131072,32768,10,0.155846
allreduce_alpha_beta,device,2,131072,32768,11,0.156267
allreduce_alpha_beta,device,2,131072,32768,12,0.157188
allreduce_alpha_beta,device,2,131072,32768,13,0.161055
allreduce_alpha_beta,device,2,131072,32768,14,0.155695
allreduce_alpha_beta,device,2,131072,32768,15,0.155726
allreduce_alpha_beta,device,2,131072,32768,16,0.157248
allreduce_alpha_beta,device,2,131072,32768,17,0.154243
allreduce_alpha_beta,device,2,131072,32768,18,0.154664
allreduce_alpha_beta,device,2,131072,32768,19,0.160765
allreduce_alpha_beta,device,2,131072,32768,20,0.156287
allreduce_alpha_beta,device,2,131072,32768,21,0.157649
allreduce_alpha_beta,device,2,131072,32768,22,0.154222
allreduce_alpha_beta,device,2,131072,32768,23,0.155254
allreduce_alpha_beta,device,2,131072,32768,24,0.155415
allreduce_alpha_beta,device,2,131072,32768,25,0.160425
allreduce_alpha_beta,device,2,131072,32768,26,0.155375
allreduce_alpha_beta,device,2,131072,32768,27,0.155565
allreduce_alpha_beta,device,2,131072,32768,28,0.158390
allreduce_alpha_beta,device,2,131072,32768,29,0.154924
allreduce_alpha_beta,device,2,131072,32768,30,0.154663
allreduce_alpha_beta,device,2,131072,32768,31,0.158560
allreduce_alpha_beta,device,2,131072,32768,32,0.154904
allreduce_alpha_beta,device,2,131072,32768,33,0.155245
allreduce_alpha_beta,device,2,131072,32768,34,0.157749
allreduce_alpha_beta,device,2,131072,32768,35,0.161076
allreduce_alpha_beta,device,2,131072,32768,36,0.155956
allreduce_alpha_beta,device,2,131072,32768,37,0.155706
allreduce_alpha_beta,device,2,131072,32768,38,0.158431
allreduce_alpha_beta,device,2,131072,32768,39,0.155895
allreduce_alpha_beta,device,2,131072,32768,40,0.159542
allreduce_alpha_beta,device,2,131072,32768,41,0.156266
allreduce_alpha_beta,device,2,131072,32768,42,0.154733
allreduce_alpha_beta,device,2,131072,32768,43,0.155725
allreduce_alpha_beta,device,2,131072,32768,44,0.154563
allreduce_alpha_beta,device,2,131072,32768,45,0.156036
allreduce_alpha_beta,device,2,131072,32768,46,0.158541
allreduce_alpha_beta,device,2,131072,32768,47,0.155625
allreduce_alpha_beta,device,2,131072,32768,48,0.155405
allreduce_alpha_beta,device,2,131072,32768,49,0.154543
allreduce_alpha_beta,device,2,131072,32768,50,0.157048
allreduce_alpha_beta_valid,device,2,131072,yes
allreduce_alpha_beta,device,2,262144,65536,1,0.296252
allreduce_alpha_beta,device,2,262144,65536,2,0.290751
allreduce_alpha_beta,device,2,262144,65536,3,0.291643
allreduce_alpha_beta,device,2,262144,65536,4,0.289449
allreduce_alpha_beta,device,2,262144,65536,5,0.289499
allreduce_alpha_beta,device,2,262144,65536,6,0.288847
allreduce_alpha_beta,device,2,262144,65536,7,0.289328
allreduce_alpha_beta,device,2,262144,65536,8,0.294058
allreduce_alpha_beta,device,2,262144,65536,9,0.289799
allreduce_alpha_beta,device,2,262144,65536,10,0.290170
allreduce_alpha_beta,device,2,262144,65536,11,0.295360
allreduce_alpha_beta,device,2,262144,65536,12,0.287595
allreduce_alpha_beta,device,2,262144,65536,13,0.292455
allreduce_alpha_beta,device,2,262144,65536,14,0.288808
allreduce_alpha_beta,device,2,262144,65536,15,0.291613
allreduce_alpha_beta,device,2,262144,65536,16,0.290601
allreduce_alpha_beta,device,2,262144,65536,17,0.287826
allreduce_alpha_beta,device,2,262144,65536,18,0.294879
allreduce_alpha_beta,device,2,262144,65536,19,0.289879
allreduce_alpha_beta,device,2,262144,65536,20,0.291913
allreduce_alpha_beta,device,2,262144,65536,21,0.294157
allreduce_alpha_beta,device,2,262144,65536,22,0.289840
allreduce_alpha_beta,device,2,262144,65536,23,0.292344
allreduce_alpha_beta,device,2,262144,65536,24,0.288416
allreduce_alpha_beta,device,2,262144,65536,25,0.298686
allreduce_alpha_beta,device,2,262144,65536,26,0.295330
allreduce_alpha_beta,device,2,262144,65536,27,0.287976
allreduce_alpha_beta,device,2,262144,65536,28,0.296783
allreduce_alpha_beta,device,2,262144,65536,29,0.290411
allreduce_alpha_beta,device,2,262144,65536,30,0.291222
allreduce_alpha_beta,device,2,262144,65536,31,0.292505
allreduce_alpha_beta,device,2,262144,65536,32,0.289138
allreduce_alpha_beta,device,2,262144,65536,33,0.287766
allreduce_alpha_beta,device,2,262144,65536,34,0.288647
allreduce_alpha_beta,device,2,262144,65536,35,0.292024
allreduce_alpha_beta,device,2,262144,65536,36,0.295320
allreduce_alpha_beta,device,2,262144,65536,37,0.290160
allreduce_alpha_beta,device,2,262144,65536,38,0.294037
allreduce_alpha_beta,device,2,262144,65536,39,0.291041
allreduce_alpha_beta,device,2,262144,65536,40,0.290371
allreduce_alpha_beta,device,2,262144,65536,41,0.288797
allreduce_alpha_beta,device,2,262144,65536,42,0.288467
allreduce_alpha_beta,device,2,262144,65536,43,0.291993
allreduce_alpha_beta,device,2,262144,65536,44,0.288958
allreduce_alpha_beta,device,2,262144,65536,45,0.294468
allreduce_alpha_beta,device,2,262144,65536,46,0.289960
allreduce_alpha_beta,device,2,262144,65536,47,0.288487
allreduce_alpha_beta,device,2,262144,65536,48,0.297554
allreduce_alpha_beta,device,2,262144,65536,49,0.289268
allreduce_alpha_beta,device,2,262144,65536,50,0.291132
allreduce_alpha_beta_valid,device,2,262144,yes
allreduce_alpha_beta,device,2,524288,131072,1,0.562316
allreduce_alpha_beta,device,2,524288,131072,2,0.564240
allreduce_alpha_beta,device,2,524288,131072,3,0.562747
allreduce_alpha_beta,device,2,524288,131072,4,0.564130
allreduce_alpha_beta,device,2,524288,131072,5,0.562145
allreduce_alpha_beta,device,2,524288,131072,6,0.557347
allreduce_alpha_beta,device,2,524288,131072,7,0.561224
allreduce_alpha_beta,device,2,524288,131072,8,0.555082
allreduce_alpha_beta,device,2,524288,131072,9,0.561064
allreduce_alpha_beta,device,2,524288,131072,10,0.560843
allreduce_alpha_beta,device,2,524288,131072,11,0.563068
allreduce_alpha_beta,device,2,524288,131072,12,0.558929
allreduce_alpha_beta,device,2,524288,131072,13,0.559190
allreduce_alpha_beta,device,2,524288,131072,14,0.562546
allreduce_alpha_beta,device,2,524288,131072,15,0.557126
allreduce_alpha_beta,device,2,524288,131072,16,0.564800
allreduce_alpha_beta,device,2,524288,131072,17,0.563057
allreduce_alpha_beta,device,2,524288,131072,18,0.555563
allreduce_alpha_beta,device,2,524288,131072,19,0.558679
allreduce_alpha_beta,device,2,524288,131072,20,0.561405
allreduce_alpha_beta,device,2,524288,131072,21,0.560984
allreduce_alpha_beta,device,2,524288,131072,22,0.562356
allreduce_alpha_beta,device,2,524288,131072,23,0.559912
allreduce_alpha_beta,device,2,524288,131072,24,0.561364
allreduce_alpha_beta,device,2,524288,131072,25,0.562106
allreduce_alpha_beta,device,2,524288,131072,26,0.563729
allreduce_alpha_beta,device,2,524288,131072,27,0.552157
allreduce_alpha_beta,device,2,524288,131072,28,0.556125
allreduce_alpha_beta,device,2,524288,131072,29,0.547258
allreduce_alpha_beta,device,2,524288,131072,30,0.559100
allreduce_alpha_beta,device,2,524288,131072,31,0.562497
allreduce_alpha_beta,device,2,524288,131072,32,0.558930
allreduce_alpha_beta,device,2,524288,131072,33,0.561585
allreduce_alpha_beta,device,2,524288,131072,34,0.554311
allreduce_alpha_beta,device,2,524288,131072,35,0.563037
allreduce_alpha_beta,device,2,524288,131072,36,0.557086
allreduce_alpha_beta,device,2,524288,131072,37,0.564119
allreduce_alpha_beta,device,2,524288,131072,38,0.560683
allreduce_alpha_beta,device,2,524288,131072,39,0.563338
allreduce_alpha_beta,device,2,524288,131072,40,0.561455
allreduce_alpha_beta,device,2,524288,131072,41,0.561725
allreduce_alpha_beta,device,2,524288,131072,42,0.556054
allreduce_alpha_beta,device,2,524288,131072,43,0.555043
allreduce_alpha_beta,device,2,524288,131072,44,0.565913
allreduce_alpha_beta,device,2,524288,131072,45,0.558379
allreduce_alpha_beta,device,2,524288,131072,46,0.562897
allreduce_alpha_beta,device,2,524288,131072,47,0.564801
allreduce_alpha_beta,device,2,524288,131072,48,0.560062
allreduce_alpha_beta,device,2,524288,131072,49,0.558489
allreduce_alpha_beta,device,2,524288,131072,50,0.554612
allreduce_alpha_beta_valid,device,2,524288,yes
allreduce_alpha_beta,device,2,1048576,262144,1,1.109524
allreduce_alpha_beta,device,2,1048576,262144,2,1.118551
allreduce_alpha_beta,device,2,1048576,262144,3,1.125343
allreduce_alpha_beta,device,2,1048576,262144,4,1.126816
allreduce_alpha_beta,device,2,1048576,262144,5,1.118481
allreduce_alpha_beta,device,2,1048576,262144,6,1.135533
allreduce_alpha_beta,device,2,1048576,262144,7,1.123650
allreduce_alpha_beta,device,2,1048576,262144,8,1.125925
allreduce_alpha_beta,device,2,1048576,262144,9,1.119713
allreduce_alpha_beta,device,2,1048576,262144,10,1.125805
allreduce_alpha_beta,device,2,1048576,262144,11,1.131966
allreduce_alpha_beta,device,2,1048576,262144,12,1.131475
allreduce_alpha_beta,device,2,1048576,262144,13,1.114754
allreduce_alpha_beta,device,2,1048576,262144,14,1.117408
allreduce_alpha_beta,device,2,1048576,262144,15,1.128179
allreduce_alpha_beta,device,2,1048576,262144,16,1.132988
allreduce_alpha_beta,device,2,1048576,262144,17,1.122468
allreduce_alpha_beta,device,2,1048576,262144,18,1.122489
allreduce_alpha_beta,device,2,1048576,262144,19,1.132777
allreduce_alpha_beta,device,2,1048576,262144,20,1.121436
allreduce_alpha_beta,device,2,1048576,262144,21,1.135282
allreduce_alpha_beta,device,2,1048576,262144,22,1.125774
allreduce_alpha_beta,device,2,1048576,262144,23,1.127237
allreduce_alpha_beta,device,2,1048576,262144,24,1.086570
allreduce_alpha_beta,device,2,1048576,262144,25,1.126396
allreduce_alpha_beta,device,2,1048576,262144,26,1.130133
allreduce_alpha_beta,device,2,1048576,262144,27,1.119843
allreduce_alpha_beta,device,2,1048576,262144,28,1.123731
allreduce_alpha_beta,device,2,1048576,262144,29,1.122669
allreduce_alpha_beta,device,2,1048576,262144,30,1.128980
allreduce_alpha_beta,device,2,1048576,262144,31,1.126536
allreduce_alpha_beta,device,2,1048576,262144,32,1.121366
allreduce_alpha_beta,device,2,1048576,262144,33,1.119613
allreduce_alpha_beta,device,2,1048576,262144,34,1.128650
allreduce_alpha_beta,device,2,1048576,262144,35,1.125724
allreduce_alpha_beta,device,2,1048576,262144,36,1.127989
allreduce_alpha_beta,device,2,1048576,262144,37,1.124312
allreduce_alpha_beta,device,2,1048576,262144,38,1.131034
allreduce_alpha_beta,device,2,1048576,262144,39,1.123160
allreduce_alpha_beta,device,2,1048576,262144,40,1.118651
allreduce_alpha_beta,device,2,1048576,262144,41,1.130293
allreduce_alpha_beta,device,2,1048576,262144,42,1.126135
allreduce_alpha_beta,device,2,1048576,262144,43,1.130594
allreduce_alpha_beta,device,2,1048576,262144,44,1.118260
allreduce_alpha_beta,device,2,1048576,262144,45,1.085378
allreduce_alpha_beta,device,2,1048576,262144,46,1.121797
allreduce_alpha_beta,device,2,1048576,262144,47,1.125975
allreduce_alpha_beta,device,2,1048576,262144,48,1.118631
allreduce_alpha_beta,device,2,1048576,262144,49,1.127317
allreduce_alpha_beta,device,2,1048576,262144,50,1.119012
allreduce_alpha_beta_valid,device,2,1048576,yes
allreduce_alpha_beta,device,2,2097152,524288,1,3.302731
allreduce_alpha_beta,device,2,2097152,524288,2,3.352145
allreduce_alpha_beta,device,2,2097152,524288,3,3.378224
allreduce_alpha_beta,device,2,2097152,524288,4,3.334782
allreduce_alpha_beta,device,2,2097152,524288,5,3.345432
allreduce_alpha_beta,device,2,2097152,524288,6,3.350693
allreduce_alpha_beta,device,2,2097152,524288,7,3.340243
allreduce_alpha_beta,device,2,2097152,524288,8,3.360020
allreduce_alpha_beta,device,2,2097152,524288,9,3.353157
allreduce_alpha_beta,device,2,2097152,524288,10,3.364589
allreduce_alpha_beta,device,2,2097152,524288,11,3.343930
allreduce_alpha_beta,device,2,2097152,524288,12,3.338419
allreduce_alpha_beta,device,2,2097152,524288,13,3.384397
allreduce_alpha_beta,device,2,2097152,524288,14,3.369718
allreduce_alpha_beta,device,2,2097152,524288,15,3.349080
allreduce_alpha_beta,device,2,2097152,524288,16,3.337347
allreduce_alpha_beta,device,2,2097152,524288,17,3.373095
allreduce_alpha_beta,device,2,2097152,524288,18,3.325745
allreduce_alpha_beta,device,2,2097152,524288,19,3.388905
allreduce_alpha_beta,device,2,2097152,524288,20,3.327068
allreduce_alpha_beta,device,2,2097152,524288,21,3.350633
allreduce_alpha_beta,device,2,2097152,524288,22,3.356724
allreduce_alpha_beta,device,2,2097152,524288,23,3.360021
allreduce_alpha_beta,device,2,2097152,524288,24,3.350412
allreduce_alpha_beta,device,2,2097152,524288,25,3.370129
allreduce_alpha_beta,device,2,2097152,524288,26,3.334191
allreduce_alpha_beta,device,2,2097152,524288,27,3.336376
allreduce_alpha_beta,device,2,2097152,524288,28,3.359870
allreduce_alpha_beta,device,2,2097152,524288,29,3.345122
allreduce_alpha_beta,device,2,2097152,524288,30,3.328370
allreduce_alpha_beta,device,2,2097152,524288,31,3.374408
allreduce_alpha_beta,device,2,2097152,524288,32,3.336235
allreduce_alpha_beta,device,2,2097152,524288,33,3.344661
allreduce_alpha_beta,device,2,2097152,524288,34,3.355692
allreduce_alpha_beta,device,2,2097152,524288,35,3.360772
allreduce_alpha_beta,device,2,2097152,524288,36,3.354510
allreduce_alpha_beta,device,2,2097152,524288,37,3.353959
allreduce_alpha_beta,device,2,2097152,524288,38,3.331226
allreduce_alpha_beta,device,2,2097152,524288,39,3.366613
allreduce_alpha_beta,device,2,2097152,524288,40,3.338449
allreduce_alpha_beta,device,2,2097152,524288,41,3.383885
allreduce_alpha_beta,device,2,2097152,524288,42,3.365200
allreduce_alpha_beta,device,2,2097152,524288,43,3.329512
allreduce_alpha_beta,device,2,2097152,524288,44,3.331156
allreduce_alpha_beta,device,2,2097152,524288,45,3.370951
allreduce_alpha_beta,device,2,2097152,524288,46,3.346886
allreduce_alpha_beta,device,2,2097152,524288,47,3.324012
allreduce_alpha_beta,device,2,2097152,524288,48,3.339171
allreduce_alpha_beta,device,2,2097152,524288,49,3.363116
allreduce_alpha_beta,device,2,2097152,524288,50,3.340824
allreduce_alpha_beta_valid,device,2,2097152,yes
allreduce_alpha_beta,device,2,4194304,1048576,1,5.809294
allreduce_alpha_beta,device,2,4194304,1048576,2,5.856754
allreduce_alpha_beta,device,2,4194304,1048576,3,5.907279
allreduce_alpha_beta,device,2,4194304,1048576,4,5.863126
allreduce_alpha_beta,device,2,4194304,1048576,5,5.848418
allreduce_alpha_beta,device,2,4194304,1048576,6,5.889366
allreduce_alpha_beta,device,2,4194304,1048576,7,5.866122
allreduce_alpha_beta,device,2,4194304,1048576,8,5.880068
allreduce_alpha_beta,device,2,4194304,1048576,9,5.884667
allreduce_alpha_beta,device,2,4194304,1048576,10,5.853438
allreduce_alpha_beta,device,2,4194304,1048576,11,5.872825
allreduce_alpha_beta,device,2,4194304,1048576,12,5.963606
allreduce_alpha_beta,device,2,4194304,1048576,13,5.876041
allreduce_alpha_beta,device,2,4194304,1048576,14,5.853789
allreduce_alpha_beta,device,2,4194304,1048576,15,5.850823
allreduce_alpha_beta,device,2,4194304,1048576,16,5.812020
allreduce_alpha_beta,device,2,4194304,1048576,17,5.816017
allreduce_alpha_beta,device,2,4194304,1048576,18,5.833641
allreduce_alpha_beta,device,2,4194304,1048576,19,5.888424
allreduce_alpha_beta,device,2,4194304,1048576,20,5.865210
allreduce_alpha_beta,device,2,4194304,1048576,21,5.856825
allreduce_alpha_beta,device,2,4194304,1048576,22,5.842788
allreduce_alpha_beta,device,2,4194304,1048576,23,5.841705
allreduce_alpha_beta,device,2,4194304,1048576,24,5.811718
allreduce_alpha_beta,device,2,4194304,1048576,25,5.863026
allreduce_alpha_beta,device,2,4194304,1048576,26,5.848508
allreduce_alpha_beta,device,2,4194304,1048576,27,5.831085
allreduce_alpha_beta,device,2,4194304,1048576,28,5.849981
allreduce_alpha_beta,device,2,4194304,1048576,29,5.863417
allreduce_alpha_beta,device,2,4194304,1048576,30,5.816568
allreduce_alpha_beta,device,2,4194304,1048576,31,5.866593
allreduce_alpha_beta,device,2,4194304,1048576,32,5.819223
allreduce_alpha_beta,device,2,4194304,1048576,33,6.737183
allreduce_alpha_beta,device,2,4194304,1048576,34,5.890658
allreduce_alpha_beta,device,2,4194304,1048576,35,5.847887
allreduce_alpha_beta,device,2,4194304,1048576,36,5.897381
allreduce_alpha_beta,device,2,4194304,1048576,37,5.855091
allreduce_alpha_beta,device,2,4194304,1048576,38,5.841324
allreduce_alpha_beta,device,2,4194304,1048576,39,5.834602
allreduce_alpha_beta,device,2,4194304,1048576,40,5.845433
allreduce_alpha_beta,device,2,4194304,1048576,41,5.846414
allreduce_alpha_beta,device,2,4194304,1048576,42,5.879897
allreduce_alpha_beta,device,2,4194304,1048576,43,5.853127
allreduce_alpha_beta,device,2,4194304,1048576,44,6.454557
allreduce_alpha_beta,device,2,4194304,1048576,45,5.858477
allreduce_alpha_beta,device,2,4194304,1048576,46,5.844020
allreduce_alpha_beta,device,2,4194304,1048576,47,5.984937
allreduce_alpha_beta,device,2,4194304,1048576,48,5.929572
allreduce_alpha_beta,device,2,4194304,1048576,49,5.861753
allreduce_alpha_beta,device,2,4194304,1048576,50,5.863527
allreduce_alpha_beta_valid,device,2,4194304,yes
allreduce_alpha_beta,device,2,8388608,2097152,1,10.746284
allreduce_alpha_beta,device,2,8388608,2097152,2,10.811859
allreduce_alpha_beta,device,2,8388608,2097152,3,10.649220
allreduce_alpha_beta,device,2,8388608,2097152,4,10.829752
allreduce_alpha_beta,device,2,8388608,2097152,5,10.852806
allreduce_alpha_beta,device,2,8388608,2097152,6,11.011868
allreduce_alpha_beta,device,2,8388608,2097152,7,10.817930
allreduce_alpha_beta,device,2,8388608,2097152,8,10.771572
allreduce_alpha_beta,device,2,8388608,2097152,9,10.796940
allreduce_alpha_beta,device,2,8388608,2097152,10,10.813061
allreduce_alpha_beta,device,2,8388608,2097152,11,10.685900
allreduce_alpha_beta,device,2,8388608,2097152,12,10.679538
allreduce_alpha_beta,device,2,8388608,2097152,13,10.875208
allreduce_alpha_beta,device,2,8388608,2097152,14,10.774648
allreduce_alpha_beta,device,2,8388608,2097152,15,10.792482
allreduce_alpha_beta,device,2,8388608,2097152,16,10.853057
allreduce_alpha_beta,device,2,8388608,2097152,17,11.060220
allreduce_alpha_beta,device,2,8388608,2097152,18,10.740894
allreduce_alpha_beta,device,2,8388608,2097152,19,10.806308
allreduce_alpha_beta,device,2,8388608,2097152,20,10.684567
allreduce_alpha_beta,device,2,8388608,2097152,21,10.872583
allreduce_alpha_beta,device,2,8388608,2097152,22,10.827999
allreduce_alpha_beta,device,2,8388608,2097152,23,10.848618
allreduce_alpha_beta,device,2,8388608,2097152,24,11.075298
allreduce_alpha_beta,device,2,8388608,2097152,25,10.689566
allreduce_alpha_beta,device,2,8388608,2097152,26,10.877203
allreduce_alpha_beta,device,2,8388608,2097152,27,10.889014
allreduce_alpha_beta,device,2,8388608,2097152,28,10.763085
allreduce_alpha_beta,device,2,8388608,2097152,29,10.991769
allreduce_alpha_beta,device,2,8388608,2097152,30,10.923961
allreduce_alpha_beta,device,2,8388608,2097152,31,10.746685
allreduce_alpha_beta,device,2,8388608,2097152,32,10.776281
allreduce_alpha_beta,device,2,8388608,2097152,33,10.853157
allreduce_alpha_beta,device,2,8388608,2097152,34,10.901769
