=== Environment ===
hpcc-gpu-5-4
0, Quadro RTX 6000, 23040 MiB
1, Quadro RTX 6000, 23040 MiB
2, Quadro RTX 6000, 23040 MiB
3, Quadro RTX 6000, 23040 MiB
=== GPU state: start ===
index, name, temperature.gpu, clocks.current.sm [MHz], clocks.current.memory [MHz], power.draw [W], utilization.gpu [%], memory.used [MiB]
0, Quadro RTX 6000, 27, 300 MHz, 405 MHz, 10.82 W, 0 %, 0 MiB
1, Quadro RTX 6000, 32, 300 MHz, 405 MHz, 6.54 W, 0 %, 0 MiB
2, Quadro RTX 6000, 28, 300 MHz, 405 MHz, 4.75 W, 0 %, 0 MiB
3, Quadro RTX 6000, 28, 300 MHz, 405 MHz, 7.18 W, 0 %, 0 MiB
min_bytes=4KB
max_bytes=32MB
iters=50
warmup=10
rank_list=2 4
backends=host_pinned device
=== Build alpha_beta_bench ===
mkdir -p build_mpi_alpha_beta_88903
nvcc -arch=sm_75 -std=c++17 -O2 -Iinclude --default-stream per-thread -I/home/cme213/software/nvidia-hpc-sdk/2024_24.1/Linux_x86_64/24.1/math_libs/12.3/targets/x86_64-linux/include   -DUSE_MPI -I/home/cme213/software/nvidia-hpc-sdk/2024_24.1/Linux_x86_64/24.1/comm_libs/12.3/hpcx/hpcx-2.17.1/ompi/include -I/home/cme213/software/nvidia-hpc-sdk/2024_24.1/Linux_x86_64/24.1/comm_libs/12.3/hpcx/hpcx-2.17.1/ompi/include/openmpi -I/home/cme213/software/nvidia-hpc-sdk/2024_24.1/Linux_x86_64/24.1/comm_libs/12.3/hpcx/hpcx-2.17.1/ompi/include/openmpi/opal/mca/hwloc/hwloc201/hwloc/include -I/home/cme213/software/nvidia-hpc-sdk/2024_24.1/Linux_x86_64/24.1/comm_libs/12.3/hpcx/hpcx-2.17.1/ompi/include/openmpi/opal/mca/event/libevent2022/libevent -I/home/cme213/software/nvidia-hpc-sdk/2024_24.1/Linux_x86_64/24.1/comm_libs/12.3/hpcx/hpcx-2.17.1/ompi/include/openmpi/opal/mca/event/libevent2022/libevent/include -Xcompiler -pthread -Xcompiler -fopenmp -DUSE_NCCL -I/home/cme213/software/nvidia-hpc-sdk/2024_24.1/Linux_x86_64/24.1/comm_libs/12.3/nccl/include -c tests/benchmark_allreduce_alpha_beta.cu -o build_mpi_alpha_beta_88903/benchmark_allreduce_alpha_beta.o
mpicxx -o build_mpi_alpha_beta_88903/benchmark_allreduce_alpha_beta build_mpi_alpha_beta_88903/benchmark_allreduce_alpha_beta.o -pthread -L/home/cme213/software/nvidia-hpc-sdk/2024_24.1/Linux_x86_64/24.1/comm_libs/12.3/hpcx/hpcx-2.17.1/ompi/lib -Wl,-rpath -Wl,/home/cme213/software/nvidia-hpc-sdk/2024_24.1/Linux_x86_64/24.1/comm_libs/12.3/hpcx/hpcx-2.17.1/ompi/lib -Wl,--enable-new-dtags -lmpi -L/home/cme213/software/nvidia-hpc-sdk/2024_24.1/Linux_x86_64/24.1/REDIST/cuda/12.3/targets/x86_64-linux/lib -lcudart \
    -L/home/cme213/software/nvidia-hpc-sdk/2024_24.1/Linux_x86_64/24.1/comm_libs/12.3/nccl/lib -Xlinker -rpath -Xlinker /home/cme213/software/nvidia-hpc-sdk/2024_24.1/Linux_x86_64/24.1/comm_libs/12.3/nccl/lib -lnccl  -fopenmp
=== allreduce_alpha_beta ranks=2 backend=host_pinned min_bytes=4KB max_bytes=32MB iters=50 warmup=10 ===
allreduce_alpha_beta,backend,ranks,bytes,count,iteration,time_ms
allreduce_alpha_beta,host_pinned,2,32768,8192,10,0.027652
allreduce_alpha_beta,host_pinned,2,32768,8192,11,0.025438
allreduce_alpha_beta,host_pinned,2,32768,8192,12,0.026189
allreduce_alpha_beta,host_pinned,2,32768,8192,13,0.024287
allreduce_alpha_beta,host_pinned,2,32768,8192,14,0.024336
allreduce_alpha_beta,host_pinned,2,32768,8192,15,0.024176
allreduce_alpha_beta,host_pinned,2,32768,8192,16,0.024065
allreduce_alpha_beta,host_pinned,2,32768,8192,17,0.024497
allreduce_alpha_beta,host_pinned,2,32768,8192,18,0.026029
allreduce_alpha_beta,host_pinned,2,32768,8192,19,0.023254
allreduce_alpha_beta,host_pinned,2,32768,8192,20,0.025228
allreduce_alpha_beta,host_pinned,2,32768,8192,21,0.025438
allreduce_alpha_beta,host_pinned,2,32768,8192,22,0.025569
allreduce_alpha_beta,host_pinned,2,32768,8192,23,0.025338
allreduce_alpha_beta,host_pinned,2,32768,8192,24,0.023725
allreduce_alpha_beta,host_pinned,2,32768,8192,25,0.024577
allreduce_alpha_beta,host_pinned,2,32768,8192,26,0.024647
allreduce_alpha_beta,host_pinned,2,32768,8192,27,0.022784
allreduce_alpha_beta,host_pinned,2,32768,8192,28,0.023876
allreduce_alpha_beta,host_pinned,2,32768,8192,29,0.024676
allreduce_alpha_beta,host_pinned,2,32768,8192,30,0.036229
allreduce_alpha_beta,host_pinned,2,32768,8192,31,0.026600
allreduce_alpha_beta,host_pinned,2,32768,8192,32,0.024917
allreduce_alpha_beta,host_pinned,2,32768,8192,33,0.025829
allreduce_alpha_beta,host_pinned,2,32768,8192,34,0.022182
allreduce_alpha_beta,host_pinned,2,32768,8192,35,0.023664
allreduce_alpha_beta,host_pinned,2,32768,8192,36,0.023485
allreduce_alpha_beta,host_pinned,2,32768,8192,37,0.025177
allreduce_alpha_beta,host_pinned,2,32768,8192,38,0.024587
allreduce_alpha_beta,host_pinned,2,32768,8192,39,0.026140
allreduce_alpha_beta,host_pinned,2,32768,8192,40,0.022052
allreduce_alpha_beta,host_pinned,2,32768,8192,41,0.025478
allreduce_alpha_beta,host_pinned,2,32768,8192,42,0.022853
allreduce_alpha_beta,host_pinned,2,32768,8192,43,0.025679
allreduce_alpha_beta,host_pinned,2,32768,8192,44,0.024116
allreduce_alpha_beta,host_pinned,2,32768,8192,45,0.022873
allreduce_alpha_beta,host_pinned,2,32768,8192,46,0.022553
allreduce_alpha_beta,host_pinned,2,32768,8192,47,0.024497
allreduce_alpha_beta,host_pinned,2,32768,8192,48,0.025128
allreduce_alpha_beta,host_pinned,2,32768,8192,49,0.022493
allreduce_alpha_beta,host_pinned,2,32768,8192,50,0.022192
allreduce_alpha_beta,host_pinned,2,65536,16384,1,0.031840
allreduce_alpha_beta,host_pinned,2,65536,16384,2,0.043843
allreduce_alpha_beta,host_pinned,2,65536,16384,3,0.039135
allreduce_alpha_beta,host_pinned,2,65536,16384,4,0.040988
allreduce_alpha_beta,host_pinned,2,65536,16384,5,0.039565
allreduce_alpha_beta,host_pinned,2,65536,16384,6,0.036880
allreduce_alpha_beta,host_pinned,2,65536,16384,7,0.037822
allreduce_alpha_beta,host_pinned,2,65536,16384,8,0.037561
allreduce_alpha_beta,host_pinned,2,65536,16384,9,0.037561
allreduce_alpha_beta,host_pinned,2,65536,16384,10,0.038132
allreduce_alpha_beta,host_pinned,2,65536,16384,11,0.040016
allreduce_alpha_beta,host_pinned,2,65536,16384,12,0.037521
allreduce_alpha_beta,host_pinned,2,65536,16384,13,0.038824
allreduce_alpha_beta,host_pinned,2,65536,16384,14,0.039075
allreduce_alpha_beta,host_pinned,2,65536,16384,15,0.039084
allreduce_alpha_beta,host_pinned,2,65536,16384,16,0.035928
allreduce_alpha_beta,host_pinned,2,65536,16384,17,0.040467
allreduce_alpha_beta,host_pinned,2,65536,16384,18,0.039395
allreduce_alpha_beta,host_pinned,2,65536,16384,19,0.040026
allreduce_alpha_beta,host_pinned,2,65536,16384,20,0.041499
allreduce_alpha_beta,host_pinned,2,65536,16384,21,0.036609
allreduce_alpha_beta,host_pinned,2,65536,16384,22,0.036520
allreduce_alpha_beta,host_pinned,2,65536,16384,23,0.038063
allreduce_alpha_beta,host_pinned,2,65536,16384,24,0.037621
allreduce_alpha_beta,host_pinned,2,65536,16384,25,0.036910
allreduce_alpha_beta,host_pinned,2,65536,16384,26,0.036540
allreduce_alpha_beta,host_pinned,2,65536,16384,27,0.038864
allreduce_alpha_beta,host_pinned,2,65536,16384,28,0.036860
allreduce_alpha_beta,host_pinned,2,65536,16384,29,0.038804
allreduce_alpha_beta,host_pinned,2,65536,16384,30,0.037311
allreduce_alpha_beta,host_pinned,2,65536,16384,31,0.036259
allreduce_alpha_beta,host_pinned,2,65536,16384,32,0.039455
allreduce_alpha_beta,host_pinned,2,65536,16384,33,0.036439
allreduce_alpha_beta,host_pinned,2,65536,16384,34,0.041028
allreduce_alpha_beta,host_pinned,2,65536,16384,35,0.039846
allreduce_alpha_beta,host_pinned,2,65536,16384,36,0.036860
allreduce_alpha_beta,host_pinned,2,65536,16384,37,0.036569
allreduce_alpha_beta,host_pinned,2,65536,16384,38,0.038242
allreduce_alpha_beta,host_pinned,2,65536,16384,39,0.036830
allreduce_alpha_beta,host_pinned,2,65536,16384,40,0.039405
allreduce_alpha_beta,host_pinned,2,65536,16384,41,0.036499
allreduce_alpha_beta,host_pinned,2,65536,16384,42,0.036900
allreduce_alpha_beta,host_pinned,2,65536,16384,43,0.036519
allreduce_alpha_beta,host_pinned,2,65536,16384,44,0.035166
allreduce_alpha_beta,host_pinned,2,65536,16384,45,0.039795
allreduce_alpha_beta,host_pinned,2,65536,16384,46,0.037391
allreduce_alpha_beta,host_pinned,2,65536,16384,47,0.037000
allreduce_alpha_beta,host_pinned,2,65536,16384,48,0.037792
allreduce_alpha_beta,host_pinned,2,65536,16384,49,0.034937
allreduce_alpha_beta,host_pinned,2,65536,16384,50,0.037381
allreduce_alpha_beta,host_pinned,2,131072,32768,1,0.064282
allreduce_alpha_beta,host_pinned,2,131072,32768,2,0.073579
allreduce_alpha_beta,host_pinned,2,131072,32768,3,0.070444
allreduce_alpha_beta,host_pinned,2,131072,32768,4,0.070314
allreduce_alpha_beta,host_pinned,2,131072,32768,5,0.071065
allreduce_alpha_beta,host_pinned,2,131072,32768,6,0.071195
allreduce_alpha_beta,host_pinned,2,131072,32768,7,0.071196
allreduce_alpha_beta,host_pinned,2,131072,32768,8,0.070614
allreduce_alpha_beta,host_pinned,2,131072,32768,9,0.070184
allreduce_alpha_beta,host_pinned,2,131072,32768,10,0.067769
allreduce_alpha_beta,host_pinned,2,131072,32768,11,0.067799
allreduce_alpha_beta,host_pinned,2,131072,32768,12,0.071646
allreduce_alpha_beta,host_pinned,2,131072,32768,13,0.069723
allreduce_alpha_beta,host_pinned,2,131072,32768,14,0.071315
allreduce_alpha_beta,host_pinned,2,131072,32768,15,0.082738
allreduce_alpha_beta,host_pinned,2,131072,32768,16,0.072377
allreduce_alpha_beta,host_pinned,2,131072,32768,17,0.068991
allreduce_alpha_beta,host_pinned,2,131072,32768,18,0.070544
allreduce_alpha_beta,host_pinned,2,131072,32768,19,0.070443
allreduce_alpha_beta,host_pinned,2,131072,32768,20,0.068139
allreduce_alpha_beta,host_pinned,2,131072,32768,21,0.067519
allreduce_alpha_beta,host_pinned,2,131072,32768,22,0.067528
allreduce_alpha_beta,host_pinned,2,131072,32768,23,0.069382
allreduce_alpha_beta,host_pinned,2,131072,32768,24,0.070373
allreduce_alpha_beta,host_pinned,2,131072,32768,25,0.069442
allreduce_alpha_beta,host_pinned,2,131072,32768,26,0.070083
allreduce_alpha_beta,host_pinned,2,131072,32768,27,0.068981
allreduce_alpha_beta,host_pinned,2,131072,32768,28,0.073910
allreduce_alpha_beta,host_pinned,2,131072,32768,29,0.071256
allreduce_alpha_beta,host_pinned,2,131072,32768,30,0.068560
allreduce_alpha_beta,host_pinned,2,131072,32768,31,0.068600
allreduce_alpha_beta,host_pinned,2,131072,32768,32,0.070824
allreduce_alpha_beta,host_pinned,2,131072,32768,33,0.068871
allreduce_alpha_beta,host_pinned,2,131072,32768,34,0.069522
allreduce_alpha_beta,host_pinned,2,131072,32768,35,0.069672
allreduce_alpha_beta,host_pinned,2,131072,32768,36,0.068390
allreduce_alpha_beta,host_pinned,2,131072,32768,37,0.068490
allreduce_alpha_beta,host_pinned,2,131072,32768,38,0.071225
allreduce_alpha_beta,host_pinned,2,131072,32768,39,0.186875
allreduce_alpha_beta,host_pinned,2,131072,32768,40,0.054573
allreduce_alpha_beta,host_pinned,2,131072,32768,41,0.053151
allreduce_alpha_beta,host_pinned,2,131072,32768,42,0.051137
allreduce_alpha_beta,host_pinned,2,131072,32768,43,0.053491
allreduce_alpha_beta,host_pinned,2,131072,32768,44,0.052199
allreduce_alpha_beta,host_pinned,2,131072,32768,45,0.052911
allreduce_alpha_beta,host_pinned,2,131072,32768,46,0.051418
allreduce_alpha_beta,host_pinned,2,131072,32768,47,0.051478
allreduce_alpha_beta,host_pinned,2,131072,32768,48,0.051849
allreduce_alpha_beta,host_pinned,2,131072,32768,49,0.051517
allreduce_alpha_beta,host_pinned,2,131072,32768,50,0.051809
allreduce_alpha_beta,host_pinned,2,262144,65536,1,0.109448
allreduce_alpha_beta,host_pinned,2,262144,65536,2,0.099589
allreduce_alpha_beta,host_pinned,2,262144,65536,3,0.096222
allreduce_alpha_beta,host_pinned,2,262144,65536,4,0.095741
allreduce_alpha_beta,host_pinned,2,262144,65536,5,0.098116
allreduce_alpha_beta,host_pinned,2,262144,65536,6,0.096714
allreduce_alpha_beta,host_pinned,2,262144,65536,7,0.096503
allreduce_alpha_beta,host_pinned,2,262144,65536,8,0.095832
allreduce_alpha_beta,host_pinned,2,262144,65536,9,0.097896
allreduce_alpha_beta,host_pinned,2,262144,65536,10,0.097986
allreduce_alpha_beta,host_pinned,2,262144,65536,11,0.093598
allreduce_alpha_beta,host_pinned,2,262144,65536,12,0.094069
allreduce_alpha_beta,host_pinned,2,262144,65536,13,0.095912
allreduce_alpha_beta,host_pinned,2,262144,65536,14,0.094570
allreduce_alpha_beta,host_pinned,2,262144,65536,15,0.093538
allreduce_alpha_beta,host_pinned,2,262144,65536,16,0.094299
allreduce_alpha_beta,host_pinned,2,262144,65536,17,0.095631
allreduce_alpha_beta,host_pinned,2,262144,65536,18,0.094460
allreduce_alpha_beta,host_pinned,2,262144,65536,19,0.095070
allreduce_alpha_beta,host_pinned,2,262144,65536,20,0.098717
allreduce_alpha_beta,host_pinned,2,262144,65536,21,0.093388
allreduce_alpha_beta,host_pinned,2,262144,65536,22,0.094790
allreduce_alpha_beta,host_pinned,2,262144,65536,23,0.094951
allreduce_alpha_beta,host_pinned,2,262144,65536,24,0.094460
allreduce_alpha_beta,host_pinned,2,262144,65536,25,0.094119
allreduce_alpha_beta,host_pinned,2,262144,65536,26,0.095181
allreduce_alpha_beta,host_pinned,2,262144,65536,27,0.095682
allreduce_alpha_beta,host_pinned,2,262144,65536,28,0.094249
allreduce_alpha_beta,host_pinned,2,262144,65536,29,0.094289
allreduce_alpha_beta,host_pinned,2,262144,65536,30,0.096784
allreduce_alpha_beta,host_pinned,2,262144,65536,31,0.095431
allreduce_alpha_beta,host_pinned,2,262144,65536,32,0.094189
allreduce_alpha_beta,host_pinned,2,262144,65536,33,0.095922
allreduce_alpha_beta,host_pinned,2,262144,65536,34,0.095701
allreduce_alpha_beta,host_pinned,2,262144,65536,35,0.093417
allreduce_alpha_beta,host_pinned,2,262144,65536,36,0.094680
allreduce_alpha_beta,host_pinned,2,262144,65536,37,0.094820
allreduce_alpha_beta,host_pinned,2,262144,65536,38,0.093537
allreduce_alpha_beta,host_pinned,2,262144,65536,39,0.094680
allreduce_alpha_beta,host_pinned,2,262144,65536,40,0.098046
allreduce_alpha_beta,host_pinned,2,262144,65536,41,0.093697
allreduce_alpha_beta,host_pinned,2,262144,65536,42,0.094469
allreduce_alpha_beta,host_pinned,2,262144,65536,43,0.094650
allreduce_alpha_beta,host_pinned,2,262144,65536,44,0.095091
allreduce_alpha_beta,host_pinned,2,262144,65536,45,0.093628
allreduce_alpha_beta,host_pinned,2,262144,65536,46,0.093878
allreduce_alpha_beta,host_pinned,2,262144,65536,47,0.093136
allreduce_alpha_beta,host_pinned,2,262144,65536,48,0.096062
allreduce_alpha_beta,host_pinned,2,262144,65536,49,0.094680
allreduce_alpha_beta,host_pinned,2,262144,65536,50,0.097806
allreduce_alpha_beta,host_pinned,2,524288,131072,1,0.181304
allreduce_alpha_beta,host_pinned,2,524288,131072,2,0.181715
allreduce_alpha_beta,host_pinned,2,524288,131072,3,0.183398
allreduce_alpha_beta,host_pinned,2,524288,131072,4,0.179551
allreduce_alpha_beta,host_pinned,2,524288,131072,5,0.184491
allreduce_alpha_beta,host_pinned,2,524288,131072,6,0.178208
allreduce_alpha_beta,host_pinned,2,524288,131072,7,0.180302
allreduce_alpha_beta,host_pinned,2,524288,131072,8,0.185633
allreduce_alpha_beta,host_pinned,2,524288,131072,9,0.181354
allreduce_alpha_beta,host_pinned,2,524288,131072,10,0.183788
allreduce_alpha_beta,host_pinned,2,524288,131072,11,0.179241
allreduce_alpha_beta,host_pinned,2,524288,131072,12,0.180823
allreduce_alpha_beta,host_pinned,2,524288,131072,13,0.178369
allreduce_alpha_beta,host_pinned,2,524288,131072,14,0.186634
allreduce_alpha_beta,host_pinned,2,524288,131072,15,0.180693
allreduce_alpha_beta,host_pinned,2,524288,131072,16,0.175383
allreduce_alpha_beta,host_pinned,2,524288,131072,17,0.181795
allreduce_alpha_beta,host_pinned,2,524288,131072,18,0.177667
allreduce_alpha_beta,host_pinned,2,524288,131072,19,0.179300
allreduce_alpha_beta,host_pinned,2,524288,131072,20,0.183197
allreduce_alpha_beta,host_pinned,2,524288,131072,21,0.182957
allreduce_alpha_beta,host_pinned,2,524288,131072,22,0.178228
allreduce_alpha_beta,host_pinned,2,524288,131072,23,0.176225
allreduce_alpha_beta,host_pinned,2,524288,131072,24,0.181344
allreduce_alpha_beta,host_pinned,2,524288,131072,25,0.178849
allreduce_alpha_beta,host_pinned,2,524288,131072,26,0.178789
allreduce_alpha_beta,host_pinned,2,524288,131072,27,0.181254
allreduce_alpha_beta,host_pinned,2,524288,131072,28,0.180523
allreduce_alpha_beta,host_pinned,2,524288,131072,29,0.177477
allreduce_alpha_beta,host_pinned,2,524288,131072,30,0.182797
allreduce_alpha_beta,host_pinned,2,524288,131072,31,0.179301
allreduce_alpha_beta,host_pinned,2,524288,131072,32,0.174300
allreduce_alpha_beta,host_pinned,2,524288,131072,33,0.181194
allreduce_alpha_beta,host_pinned,2,524288,131072,34,0.181555
allreduce_alpha_beta,host_pinned,2,524288,131072,35,0.182897
allreduce_alpha_beta,host_pinned,2,524288,131072,36,0.183237
allreduce_alpha_beta,host_pinned,2,524288,131072,37,0.181534
allreduce_alpha_beta,host_pinned,2,524288,131072,38,0.178970
allreduce_alpha_beta,host_pinned,2,524288,131072,39,0.178920
allreduce_alpha_beta,host_pinned,2,524288,131072,40,0.188227
allreduce_alpha_beta,host_pinned,2,524288,131072,41,0.178319
allreduce_alpha_beta,host_pinned,2,524288,131072,42,0.181134
allreduce_alpha_beta,host_pinned,2,524288,131072,43,0.182917
allreduce_alpha_beta,host_pinned,2,524288,131072,44,0.183499
allreduce_alpha_beta,host_pinned,2,524288,131072,45,0.181545
allreduce_alpha_beta,host_pinned,2,524288,131072,46,0.187706
allreduce_alpha_beta,host_pinned,2,524288,131072,47,0.180894
allreduce_alpha_beta,host_pinned,2,524288,131072,48,0.180923
allreduce_alpha_beta,host_pinned,2,524288,131072,49,0.181664
allreduce_alpha_beta,host_pinned,2,524288,131072,50,0.183328
allreduce_alpha_beta,host_pinned,2,1048576,262144,1,0.413184
allreduce_alpha_beta,host_pinned,2,1048576,262144,2,0.413826
allreduce_alpha_beta,host_pinned,2,1048576,262144,3,0.407073
allreduce_alpha_beta,host_pinned,2,1048576,262144,4,0.410279
allreduce_alpha_beta,host_pinned,2,1048576,262144,5,0.401341
allreduce_alpha_beta,host_pinned,2,1048576,262144,6,0.385542
allreduce_alpha_beta,host_pinned,2,1048576,262144,7,0.405269
allreduce_alpha_beta,host_pinned,2,1048576,262144,8,0.405961
allreduce_alpha_beta,host_pinned,2,1048576,262144,9,0.406713
allreduce_alpha_beta,host_pinned,2,1048576,262144,10,0.397966
allreduce_alpha_beta,host_pinned,2,1048576,262144,11,0.409547
allreduce_alpha_beta,host_pinned,2,1048576,262144,12,0.410199
allreduce_alpha_beta,host_pinned,2,1048576,262144,13,0.403175
allreduce_alpha_beta,host_pinned,2,1048576,262144,14,0.394589
allreduce_alpha_beta,host_pinned,2,1048576,262144,15,0.402784
allreduce_alpha_beta,host_pinned,2,1048576,262144,16,0.409537
allreduce_alpha_beta,host_pinned,2,1048576,262144,17,0.394259
allreduce_alpha_beta,host_pinned,2,1048576,262144,18,0.406291
allreduce_alpha_beta,host_pinned,2,1048576,262144,19,0.395160
allreduce_alpha_beta,host_pinned,2,1048576,262144,20,0.411952
allreduce_alpha_beta,host_pinned,2,1048576,262144,21,0.397024
allreduce_alpha_beta,host_pinned,2,1048576,262144,22,0.393407
allreduce_alpha_beta,host_pinned,2,1048576,262144,23,0.412493
allreduce_alpha_beta,host_pinned,2,1048576,262144,24,0.410920
allreduce_alpha_beta,host_pinned,2,1048576,262144,25,0.405510
allreduce_alpha_beta,host_pinned,2,1048576,262144,26,0.409026
allreduce_alpha_beta,host_pinned,2,1048576,262144,27,0.398387
allreduce_alpha_beta,host_pinned,2,1048576,262144,28,0.407994
allreduce_alpha_beta,host_pinned,2,1048576,262144,29,0.399167
allreduce_alpha_beta,host_pinned,2,1048576,262144,30,0.399980
allreduce_alpha_beta,host_pinned,2,1048576,262144,31,0.395350
allreduce_alpha_beta,host_pinned,2,1048576,262144,32,0.409898
allreduce_alpha_beta,host_pinned,2,1048576,262144,33,0.411502
allreduce_alpha_beta,host_pinned,2,1048576,262144,34,0.407764
allreduce_alpha_beta,host_pinned,2,1048576,262144,35,0.409558
allreduce_alpha_beta,host_pinned,2,1048576,262144,36,0.406452
allreduce_alpha_beta,host_pinned,2,1048576,262144,37,0.409808
allreduce_alpha_beta,host_pinned,2,1048576,262144,38,0.408626
allreduce_alpha_beta,host_pinned,2,1048576,262144,39,0.407083
allreduce_alpha_beta,host_pinned,2,1048576,262144,40,0.408285
allreduce_alpha_beta,host_pinned,2,1048576,262144,41,0.415459
allreduce_alpha_beta,host_pinned,2,1048576,262144,42,0.400250
allreduce_alpha_beta,host_pinned,2,1048576,262144,43,0.411752
allreduce_alpha_beta,host_pinned,2,1048576,262144,44,0.389509
allreduce_alpha_beta,host_pinned,2,1048576,262144,45,0.403816
allreduce_alpha_beta,host_pinned,2,1048576,262144,46,0.393197
allreduce_alpha_beta,host_pinned,2,1048576,262144,47,0.406372
allreduce_alpha_beta,host_pinned,2,1048576,262144,48,0.392405
allreduce_alpha_beta,host_pinned,2,1048576,262144,49,0.398226
allreduce_alpha_beta,host_pinned,2,1048576,262144,50,0.403957
allreduce_alpha_beta,host_pinned,2,2097152,524288,1,0.825167
allreduce_alpha_beta,host_pinned,2,2097152,524288,2,0.849543
allreduce_alpha_beta,host_pinned,2,2097152,524288,3,0.822782
allreduce_alpha_beta,host_pinned,2,2097152,524288,4,0.843311
allreduce_alpha_beta,host_pinned,2,2097152,524288,5,0.849703
allreduce_alpha_beta,host_pinned,2,2097152,524288,6,0.837650
allreduce_alpha_beta,host_pinned,2,2097152,524288,7,0.839123
allreduce_alpha_beta,host_pinned,2,2097152,524288,8,0.857758
allreduce_alpha_beta,host_pinned,2,2097152,524288,9,0.835566
allreduce_alpha_beta,host_pinned,2,2097152,524288,10,0.841247
allreduce_alpha_beta,host_pinned,2,2097152,524288,11,0.860183
allreduce_alpha_beta,host_pinned,2,2097152,524288,12,0.836217
allreduce_alpha_beta,host_pinned,2,2097152,524288,13,0.848631
allreduce_alpha_beta,host_pinned,2,2097152,524288,14,0.835405
allreduce_alpha_beta,host_pinned,2,2097152,524288,15,0.859742
allreduce_alpha_beta,host_pinned,2,2097152,524288,16,0.841858
allreduce_alpha_beta,host_pinned,2,2097152,524288,17,0.853481
allreduce_alpha_beta,host_pinned,2,2097152,524288,18,0.824415
allreduce_alpha_beta,host_pinned,2,2097152,524288,19,0.855234
allreduce_alpha_beta,host_pinned,2,2097152,524288,20,0.834645
allreduce_alpha_beta,host_pinned,2,2097152,524288,21,0.849403
allreduce_alpha_beta,host_pinned,2,2097152,524288,22,0.852999
allreduce_alpha_beta,host_pinned,2,2097152,524288,23,0.843822
allreduce_alpha_beta,host_pinned,2,2097152,524288,24,0.850024
allreduce_alpha_beta,host_pinned,2,2097152,524288,25,0.855453
allreduce_alpha_beta,host_pinned,2,2097152,524288,26,0.833302
allreduce_alpha_beta,host_pinned,2,2097152,524288,27,0.846777
allreduce_alpha_beta,host_pinned,2,2097152,524288,28,0.865954
allreduce_alpha_beta,host_pinned,2,2097152,524288,29,0.846447
allreduce_alpha_beta,host_pinned,2,2097152,524288,30,0.827521
allreduce_alpha_beta,host_pinned,2,2097152,524288,31,0.841207
allreduce_alpha_beta,host_pinned,2,2097152,524288,32,0.848581
allreduce_alpha_beta,host_pinned,2,2097152,524288,33,0.852588
allreduce_alpha_beta,host_pinned,2,2097152,524288,34,0.836538
allreduce_alpha_beta,host_pinned,2,2097152,524288,35,0.859992
allreduce_alpha_beta,host_pinned,2,2097152,524288,36,0.861395
allreduce_alpha_beta,host_pinned,2,2097152,524288,37,0.834384
allreduce_alpha_beta,host_pinned,2,2097152,524288,38,0.845345
allreduce_alpha_beta,host_pinned,2,2097152,524288,39,0.846196
allreduce_alpha_beta,host_pinned,2,2097152,524288,40,0.842279
allreduce_alpha_beta,host_pinned,2,2097152,524288,41,0.845655
allreduce_alpha_beta,host_pinned,2,2097152,524288,42,0.834274
allreduce_alpha_beta,host_pinned,2,2097152,524288,43,0.844634
allreduce_alpha_beta,host_pinned,2,2097152,524288,44,0.851657
allreduce_alpha_beta,host_pinned,2,2097152,524288,45,0.838131
allreduce_alpha_beta,host_pinned,2,2097152,524288,46,0.850755
allreduce_alpha_beta,host_pinned,2,2097152,524288,47,0.848190
allreduce_alpha_beta,host_pinned,2,2097152,524288,48,0.850635
allreduce_alpha_beta,host_pinned,2,2097152,524288,49,0.861846
allreduce_alpha_beta,host_pinned,2,2097152,524288,50,0.837651
allreduce_alpha_beta,host_pinned,2,4194304,1048576,1,1.703434
allreduce_alpha_beta,host_pinned,2,4194304,1048576,2,1.649291
allreduce_alpha_beta,host_pinned,2,4194304,1048576,3,1.644692
allreduce_alpha_beta,host_pinned,2,4194304,1048576,4,1.688736
allreduce_alpha_beta,host_pinned,2,4194304,1048576,5,1.692312
allreduce_alpha_beta,host_pinned,2,4194304,1048576,6,1.680199
allreduce_alpha_beta,host_pinned,2,4194304,1048576,7,1.696981
allreduce_alpha_beta,host_pinned,2,4194304,1048576,8,1.661313
allreduce_alpha_beta,host_pinned,2,4194304,1048576,9,1.680921
allreduce_alpha_beta,host_pinned,2,4194304,1048576,10,1.690519
allreduce_alpha_beta,host_pinned,2,4194304,1048576,11,1.686502
allreduce_alpha_beta,host_pinned,2,4194304,1048576,12,1.704646
allreduce_alpha_beta,host_pinned,2,4194304,1048576,13,1.679719
allreduce_alpha_beta,host_pinned,2,4194304,1048576,14,1.684848
allreduce_alpha_beta,host_pinned,2,4194304,1048576,15,1.662496
allreduce_alpha_beta,host_pinned,2,4194304,1048576,16,1.692573
allreduce_alpha_beta,host_pinned,2,4194304,1048576,17,1.707672
allreduce_alpha_beta,host_pinned,2,4194304,1048576,18,1.664760
allreduce_alpha_beta,host_pinned,2,4194304,1048576,19,1.677485
allreduce_alpha_beta,host_pinned,2,4194304,1048576,20,1.686332
allreduce_alpha_beta,host_pinned,2,4194304,1048576,21,1.674920
allreduce_alpha_beta,host_pinned,2,4194304,1048576,22,1.676303
allreduce_alpha_beta,host_pinned,2,4194304,1048576,23,1.690259
allreduce_alpha_beta,host_pinned,2,4194304,1048576,24,1.689747
allreduce_alpha_beta,host_pinned,2,4194304,1048576,25,1.685420
